conceptType,conceptUri,skillType,reuseLevel,preferredLabel,altLabels,description
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c11bd2a1-8e3d-44ee-aa4b-3b60ca786324,skill/competence,occupation-specific,utilizar herramientas de localización,"emplear herramientas de localización
usar herramientas de localización",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c11cd670-0544-47a6-962e-67caaca1ea96,knowledge,occupation-specific,budismo,budista,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c12436d4-104c-4f4c-9d6c-ab484ec56612,skill/competence,occupation-specific,seguir las instrucciones del fabricante en la reparación del motor,"cumplir con las instrucciones del fabricante en la reparación del motor
obedecer las instrucciones del fabricante para el arreglo del motor",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c12f64ca-7dfd-4e4d-b38d-e11ea6c9e7f2,skill/competence,occupation-specific,impartir sesiones de ejercicios de pilates,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c135fe47-dbc1-4acc-a7ac-5818a29e74f1,skill/competence,sector-specific,evaluar los bienes aprehendibles,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1388df1-47bd-4fd5-8b71-dce7886ef21b,knowledge,cross-sector,procedimientos del departamento de ventas,"procedimientos del departamento comercial
procesos del departamento de ventas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c13f66f5-26ab-465f-80d8-c5484d941cc6,knowledge,sector-specific,productos de panadería,"pan y bollería
panadería",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1426b24-221f-4186-998a-9b32e2fc0c06,skill/competence,occupation-specific,preparar radiofármacos,elaborar radiofármacos,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1436327-d95b-4cb1-9125-40182f87a5d2,skill/competence,sector-specific,realizar procesos de incubación,"llevar a cabo procesos de incubación
efectuar procesos de incubación",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1462d94-5a48-4e97-9986-2c94b4fdf06a,skill/competence,cross-sector,aplicar color al vidrio,"aplicar una capa de pintura al vidrio
colorear vidrio",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c14f7ca4-fb62-420b-925b-8ac8d98c9dd1,skill/competence,sector-specific,ocuparse de soldadoras por rayo láser,"operar máquinas de soldadura por rayo láser
manipular máquinas de soldadura por rayo láser
manejar máquinas soldadoras por rayo láser
utilizar soldadoras eléctricas por rayo láser",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c14fb0f4-4672-4363-8a4c-a04a0e2552c9,knowledge,sector-specific,entorno jurídico en el ámbito musical,normativa en el ámbito musical,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c152e2a2-db0d-4d8f-b25c-ef474c83a9c0,skill/competence,sector-specific,evaluar la práctica,analizar la práctica,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c15810be-cd06-4ab4-8479-420da2465f87,skill/competence,sector-specific,controlar el proceso de secado del producto final,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c15cd412-922c-47fc-bca3-602a5627d376,skill/competence,cross-sector,asesorar sobre marcas comerciales,"ofrecer asesoramiento sobre marcas
aconsejar sobre marcas
dar asesoramiento sobre marcas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c15e9da0-6177-4afd-93f4-65655374ad8a,skill/competence,sector-specific,preparar muestras de anuncios publicitarios,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1617786-decf-40cc-b44d-b90fabe92203,skill/competence,sector-specific,limpiar áreas grabadas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1658288-648c-4005-a3ef-f7053c61d519,skill/competence,sector-specific,gestionar permisos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c16a14d7-55f2-4505-ae72-de7a9b3cd7e0,skill/competence,sector-specific,controlar la tasa de crecimiento de especies de peces de criadero,"estudiar la tasa de crecimiento de especies de peces de criadero
analizar la tasa de crecimiento de especies de peces de criadero",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1750417-79c3-442d-844f-50d65fb812e9,knowledge,occupation-specific,radiografía,"imagenología de rayos X
fotografía por medio de rayos X",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c178e14b-c76c-42bd-9e00-4db4e4d4ead2,skill/competence,sector-specific,inspeccionar la gestión del bienestar de los animales,"vigilar la salud y el bienestar animal
realizar inspecciones para vigilar el bienestar de los animales
inspeccionar la gestión del bienestar animal
llevar a cabo inspecciones para vigilar el bienestar de los animales
vigilar la salud y el bienestar de los animales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c197585c-4e3b-466b-987b-17247fa63315,knowledge,sector-specific,ingredientes para la fabricación de helados,"ingredientes necesarios para fabricar helados
ingredientes de los helados
ingredientes para fabricar helados",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c199731b-1c17-47be-8f5d-296b9892a1b4,knowledge,sector-specific,sensores de humo,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c19c5b7d-ce2f-451f-9ae3-59cf823aa490,skill/competence,cross-sector,inventar recetas nuevas,"crear recetas nuevas
idear recetas nuevas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c19f8594-92cd-4e65-aa04-d8b153f5ccd0,skill/competence,sector-specific,controlar la producción de huevos,"supervisar la producción de huevos
gestionar la producción de huevos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1aacf9a-b6f6-44cd-b756-edf87922fa9d,knowledge,sector-specific,sistemas modernos de elaboración de cerveza,"sistemas modernos para preparar cerveza
sistemas modernos de elaboración de la cerveza
sistemas modernos para elaborar cerveza
sistemas modernos de preparación de la cerveza",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1b0bfc2-4932-4e03-9077-92bc56042511,skill/competence,cross-sector,gestionar los planes de evacuación de emergencia,"gestionar los planes de evacuación en caso de emergencia
elaborar planes de evacuación de emergencia
establecer los planes de evacuación en caso de emergencia
gestionar planes de evaluación de emergencia",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1b3bd5d-7631-43af-93d4-a5f251e94570,skill/competence,cross-sector,diferenciar los matices de color,"diferenciar colores
poder ver la diferencia entre colores
distinguir los matices de color
distinguir la diferencia entre colores
distinguir colores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1b4aa1e-bc42-49e4-952a-0cbd45f1d57b,knowledge,sector-specific,bases de datos de museos,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1b516f4-e39f-4371-a041-34ca00bb542d,skill/competence,occupation-specific,asistir a los pilotos en la ejecución de aterrizajes de emergencia,"ayudar a los pilotos en la ejecución de aterrizajes de emergencia
colaborar con los pilotos en la ejecución de aterrizajes de emergencia",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1b64266-c2a8-4a92-a2a0-812b972e5f4d,knowledge,occupation-specific,metalógica,estudio de los sistemas lógicos,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1b746ee-b72c-4ef7-b5c1-f817892938a6,skill/competence,sector-specific,desarrollar procedimientos de prueba de sistemas ópticos,"diseñar procedimientos de prueba de sistemas ópticos
desarrollar procedimientos de prueba de componentes ópticos
desarrollar procedimientos de prueba de productos ópticos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1bbc099-92c5-493c-9f65-8d7acfce5851,knowledge,sector-specific,comidas preparadas,"platos y comidas precocinadas
comidas precocinadas
platos precocinados
platos y comidas preparadas
platos preparados",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1ce197d-6806-4a4b-871a-ac15451edda7,skill/competence,sector-specific,utilizar técnicas de depilación,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1d7a6df-92e8-4b2f-9259-e04dd7242be3,knowledge,sector-specific,tipos de tuberías,"tipos de gasoductos
tipos de oleoductos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1de3963-05eb-4e45-8496-58156a345fb1,skill/competence,sector-specific,regular el suministro de energía,"controlar el suministro energético
regular el suministro energético",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1df8590-4b5a-4598-84a1-431f639ba66c,skill/competence,occupation-specific,analizar propuestas técnicas de TIC,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1e0de6d-ec3b-4323-92d4-d1c62df2064a,knowledge,sector-specific,legislación en materia de plataformas petrolíferas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1e2f8ab-43e1-49c7-8427-8923b90922c2,skill/competence,cross-sector,reunirse con los clientes para ofrecerles un servicio jurídico,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1e40767-d00a-4f2f-a04f-c784605dc859,skill/competence,sector-specific,embalar jabón,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1e6e283-bc66-4e78-b4ec-501ff082d9f1,knowledge,sector-specific,alergias alimentarias,"alergias a los alimentos
alergias hacia los alimentos",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1eb6a1a-e830-482a-8f13-f5c2f5b11b5d,skill/competence,cross-sector,gestionar ingresos de la hostelería,"administrar ingresos de la hostelería
gestionar beneficios de la hostelería
gestionar ingresos de la hostelería
gestionar los beneficios de la hostelería",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1f29568-f2bb-49d2-b6c2-28748bd1629b,skill/competence,sector-specific,gestionar contenido online,"supervisar contenido en línea
administrar contenido en línea
encargarse de la administración de contenido en línea
encargarse de la gestión de contenido en línea",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1f4e64a-9bc7-4c75-b2eb-d982d7148cef,skill/competence,sector-specific,analizar información espacial,"organizar información espacial
evaluar información espacial",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c1f78abb-c9ee-4d0c-abbd-2d3b5da35a35,skill/competence,cross-sector,instalar ventanas,"colocar ventanas
armar ventanas
poner ventanas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c206ae79-f7d9-478e-924e-48910727589c,skill/competence,occupation-specific,precalentar vagonetas de horno,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c20927b5-15d4-4cd3-8776-a56040ca702b,skill/competence,occupation-specific,gestionar instalaciones de tratamiento de minerales,"gestionar plantas de tratamiento de minerales
administrar instalaciones de tratamiento de minerales",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c20bd66c-6576-48cf-9ffd-49e1f93c914c,skill/competence,occupation-specific,colocar la marca en productos refractarios,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c216b67a-7462-4f6a-ba14-db02f6e91b68,skill/competence,sector-specific,recopilar información para las publicaciones de navegación,"recoger información para las publicaciones de navegación
conseguir información para las publicaciones de navegación",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c21e58e3-2886-4c08-87ef-29bfa07eafec,skill/competence,occupation-specific,transformar jabón en láminas,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2218533-3e2a-4f50-b4fd-afde71dcf442,skill/competence,sector-specific,editar una grabación sonora,,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2241f73-9151-4817-96b2-b9a6aae4c9e9,skill/competence,cross-sector,verificar equipos de plantas de producción,"controlar equipos de plantas de producción
inspeccionar equipos de plantas de producción
supervisar equipos de plantas de producción",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2296e2e-5fef-4f24-a24f-e5b3792268be,skill/competence,cross-sector,proporcionar apoyo para resolver problemas de las tecnologías de la información  de las comunicaciones,proporcionar apoyo para resolver problemas de TIC,
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2372772-70c1-4e06-b9b2-e81402d3a7c7,skill/competence,sector-specific,aconsejar a los clientes sobre las opciones en el diseño de interiores,"aconsejar a los clientes sobre las opciones del diseño de interiores
recomendar a los clientes opciones en el diseño de interiores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c23d5c30-f9ce-4ffb-9c27-de3c9119e244,knowledge,sector-specific,terapia del comportamiento,"características de la terapia de comportamiento
terapia comportamental
principios de la terapia de comportamiento",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c241f5a5-e23f-47bf-ad24-d83ea0010166,skill/competence,cross-sector,asegurar la correcta gestión de documentos,"gestionar correctamente la documentación
ocuparse de la gestión de documentos
gestionar correctamente los documentos
ocuparse de la gestión de documentación",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c2432314-940b-43a0-bb99-7abe069ddb37,skill/competence,occupation-specific,evaluar el riesgo sísmico,"estimar el riesgo sísmico
analizar el riesgo sísmico
predecir el riesgo sísmico
analizar los datos obtenidos a través de sismómetros para determinar el riesgo sísmico
detectar el riesgo sísmico",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c24f8b78-95c2-4dd0-8314-0cddaeba0399,skill/competence,occupation-specific,redactar un proyecto arquitectónico,"preparar un proyecto arquitectónico
escribir un proyecto arquitectónico
elaborar un proyecto arquitectónico",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c259fd34-64df-4709-b622-7b08431f4375,skill/competence,sector-specific,añejar bebidas alcohólicas en barricas,"colocar bebidas alcohólicas en barricas durante un tiempo determinado
madurar bebidas alcohólicas en tanques
añejar bebidas alcohólicas en barriles
envejecer bebidas alcohólicas en cubas",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c267819f-35d3-45be-8354-b3b2ad7e1f04,skill/competence,cross-sector,conectar cables de motores de ascensores,"instalar cables de motores de ascensores
sujetar cables de motores de ascensores
fijar cables de motores de ascensores",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c26c7d9d-f9cf-4147-b774-c63e050ebe87,skill/competence,cross-sector,cobrar la deuda de un cliente,"obtener el reembolso de la deuda de un cliente
aplicar los procedimientos para el cobro de la deuda de un cliente",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c27702fd-7ecc-41fe-8289-47ea069d484a,knowledge,occupation-specific,inmunoterapia,"terapia para reforzar el sistema inmune
estímulo del sistema inmune ante enfermedades",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c278dc62-c85f-4608-8a85-f30b6d087ac3,knowledge,cross-sector,técnicas militares de combate,"técnicas de soldado para combate
técnicas marciales de combate",
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c27a9f4c-9931-4d90-8a7a-b23130895b44,skill/competence,occupation-specific,registrar las carreras de los taxis,"crear un registro de las carreras de los taxis
tener un registro de las carreras de los taxis",
